es_code	es_name	gene_id	gene_id_type	confidence	evidence_source	functional_role	pathway_context	notes
2.3.5.1	Controlling the chemical quality of freshwater	K03852	KO	0.5	foam	transformer	18_Sulfur compounds metabolism / Sulfur compounds cycle	xsc
2.3.5.1	Controlling the chemical quality of freshwater	K04013	KO	0.55	foam	transformer	11_Nitrogen cycle / Nitrogenated compounds Reduction	nrfB
2.3.5.1	Controlling the chemical quality of freshwater	K04014	KO	0.55	foam	transformer	11_Nitrogen cycle / Nitrogenated compounds Reduction	nrfC
2.3.5.1	Controlling the chemical quality of freshwater	K04015	KO	0.55	foam	transformer	11_Nitrogen cycle / Nitrogenated compounds Reduction	nrfD
2.3.5.1	Controlling the chemical quality of freshwater	K04100	KO	0.5	foam	transformer	18_Sulfur compounds metabolism / Chemoautotrophic oxidation of sulfur compounds	ligA
2.3.5.1	Controlling the chemical quality of freshwater	K04101	KO	0.5	foam	transformer	18_Sulfur compounds metabolism / Chemoautotrophic oxidation of sulfur compounds	ligB
2.3.5.1	Controlling the chemical quality of freshwater	K04561	KO	0.95	kegg_decoder+foam	producer	Denitrification (NO3→N2)	Denitrification (M00529); norB
2.3.5.1	Controlling the chemical quality of freshwater	K04763	KO	0.60	kegg_decoder+literature	transformer	Iron homeostasis regulation	fur ferric uptake regulator; master regulator of Fe homeostasis
2.3.5.1	Controlling the chemical quality of freshwater	K05301	KO	0.5	foam	transformer	18_Sulfur compounds metabolism / Sulfur compounds cycle	sorA
2.3.5.1	Controlling the chemical quality of freshwater	K05597	KO	0.55	foam	transformer	11_Nitrogen cycle / Ammonia assimilation	aspQ, ansB, ansA
2.3.5.1	Controlling the chemical quality of freshwater	K05601	KO	0.55	foam	transformer	11_Nitrogen cycle / Nitrogenated compounds Reduction	hcp
2.3.5.1	Controlling the chemical quality of freshwater	K06034	KO	0.5	foam	transformer	18_Sulfur compounds metabolism / Sulfur compounds cycle	comD
2.3.5.1	Controlling the chemical quality of freshwater	K06166	KO	0.75	literature:PMID:37365664	producer	Phosphonate degradation	phnJ C-P lyase core component; phosphonate mineralization in freshwater; Zhao et al 2023
2.3.5.1	Controlling the chemical quality of freshwater	K07093	KO	0.75	literature:PMID:41702469	producer	Phosphorus mineralization	phoX alkaline phosphatase; upregulated during P cycling in lake sediments; Qin et al 2026 Environ Res
2.3.5.1	Controlling the chemical quality of freshwater	K08345	KO	0.55	foam	transformer	11_Nitrogen cycle / Nitrogenated compounds Reduction	
2.3.5.1	Controlling the chemical quality of freshwater	K08346	KO	0.55	foam	transformer	11_Nitrogen cycle / Nitrogenated compounds Reduction	
2.3.5.1	Controlling the chemical quality of freshwater	K08347	KO	0.55	foam	transformer	11_Nitrogen cycle / Nitrogenated compounds Reduction	
2.3.5.1	Controlling the chemical quality of freshwater	K08361	KO	0.55	foam	transformer	11_Nitrogen cycle / Nitrogenated compounds Reduction	
2.3.5.1	Controlling the chemical quality of freshwater	K09001	KO	0.55	kegg_decoder+literature	producer	Reactive oxygen detoxification	sodB Fe-superoxide dismutase; detoxifies superoxide radicals; freshwater quality
2.3.5.1	Controlling the chemical quality of freshwater	K10534	KO	0.75	kegg_decoder+foam	consumer	Assimilatory nitrate reduction (NO3→NH4)	Assimilatory nitrate reduction (M00531); NR
2.3.5.1	Controlling the chemical quality of freshwater	K10535	KO	0.9	kegg_decoder+foam	transformer	Nitrification (NH3→NO3)	Nitrification (M00528); hao
2.3.5.1	Controlling the chemical quality of freshwater	K10944	KO	0.9	kegg_decoder+foam	transformer	Nitrification (NH3→NO3)	Nitrification (M00528); pmoA-amoA
2.3.5.1	Controlling the chemical quality of freshwater	K10945	KO	0.9	kegg_decoder+foam	transformer	Nitrification (NH3→NO3)	Nitrification (M00528); pmoB-amoB
2.3.5.1	Controlling the chemical quality of freshwater	K10946	KO	0.9	kegg_decoder+foam	transformer	Nitrification (NH3→NO3)	Nitrification (M00528); pmoC-amoC
2.3.5.1	Controlling the chemical quality of freshwater	K11180	KO	0.85	kegg_decoder+foam	transformer	Dissimilatory sulfate reduction (Dsr)	Dissimilatory sulfate reduction (M00596); dsrA
2.3.5.1	Controlling the chemical quality of freshwater	K11181	KO	0.85	kegg_decoder+foam	transformer	Dissimilatory sulfate reduction (Dsr)	Dissimilatory sulfate reduction (M00596); dsrB
2.3.5.1	Controlling the chemical quality of freshwater	K11358	KO	0.5	foam	transformer	18_Sulfur compounds metabolism / Sulfur compounds cycle	yhdR
2.3.5.1	Controlling the chemical quality of freshwater	K13039	KO	0.5	foam	transformer	18_Sulfur compounds metabolism / Sulfur compounds cycle	comE
2.3.5.1	Controlling the chemical quality of freshwater	K13788	KO	0.5	foam	transformer	18_Sulfur compounds metabolism / Sulfur compounds cycle	pta
2.3.5.1	Controlling the chemical quality of freshwater	K14454	KO	0.5	foam	transformer	18_Sulfur compounds metabolism / Sulfur compounds cycle	GOT1
2.3.5.1	Controlling the chemical quality of freshwater	K14455	KO	0.5	foam	transformer	18_Sulfur compounds metabolism / Sulfur compounds cycle	GOT2
2.3.5.1	Controlling the chemical quality of freshwater	K14652	KO	0.55	kegg_decoder	producer	Riboflavin biosynthesis	Riboflavin biosynthesis (M00125)
2.3.5.1	Controlling the chemical quality of freshwater	K15371	KO	0.55	foam	transformer	11_Nitrogen cycle / Ammonia assimilation	GDH2
2.3.5.1	Controlling the chemical quality of freshwater	K15373	KO	0.5	foam	transformer	18_Sulfur compounds metabolism / Sulfur compounds cycle	isfD
2.3.5.1	Controlling the chemical quality of freshwater	K15864	KO	0.95	kegg_decoder+foam	producer	Denitrification (NO3→N2)	Denitrification (M00529); nirS
2.3.5.1	Controlling the chemical quality of freshwater	K15875	KO	0.55	foam	transformer	11_Nitrogen cycle / Nitrogenated compounds Reduction	
2.3.5.1	Controlling the chemical quality of freshwater	K15876	KO	0.80	kegg_decoder	transformer	DNRA (NO3→NH4)	nrfH cytochrome c nitrite reductase partner; DNRA electron donor
2.3.5.1	Controlling the chemical quality of freshwater	K15878	KO	0.55	foam	transformer	11_Nitrogen cycle / Nitrogenated compounds Reduction	K15878, narB
2.3.5.1	Controlling the chemical quality of freshwater	K15879	KO	0.55	foam	transformer	11_Nitrogen cycle / Nitrogenated compounds Reduction	narC
2.3.5.1	Controlling the chemical quality of freshwater	K15905	KO	0.55	foam	transformer	11_Nitrogen cycle / Nitrification	
2.3.5.1	Controlling the chemical quality of freshwater	K15906	KO	0.55	foam	transformer	11_Nitrogen cycle / Nitrification	
2.3.5.1	Controlling the chemical quality of freshwater	K16068	KO	0.85	literature:PMID:35438519	inhibitor	Cyanotoxin biosynthesis	mcyA microcystin synthetase; hepatotoxin production threatens freshwater quality
2.3.5.1	Controlling the chemical quality of freshwater	K16070	KO	0.85	literature:PMID:39947845	inhibitor	Cyanotoxin biosynthesis	mcyE microcystin synthetase; key marker for toxigenic cyanobacteria
2.3.5.1	Controlling the chemical quality of freshwater	K16953	KO	0.70	literature:PMID:25462716	inhibitor	Geosmin biosynthesis	geoA geosmin synthase; produces taste-and-odor compound; indicator of cyanobacterial source
2.3.5.1	Controlling the chemical quality of freshwater	K17218	KO	0.80	literature:PMID:22586992	inhibitor	Geosmin biosynthesis	geoA geosmin synthase; produces earthy taste-odor in drinking water; Zhang et al 2012
2.3.5.1	Controlling the chemical quality of freshwater	K17224	KO	0.80	kegg_decoder	producer	Thiosulfate oxidation (Sox)	soxB sulfur oxidation; removes toxic sulfide from freshwater
2.3.5.1	Controlling the chemical quality of freshwater	K17225	KO	0.75	kegg_decoder	producer	Thiosulfate oxidation (Sox)	soxC sulfur dehydrogenase; sulfide detoxification
2.3.5.1	Controlling the chemical quality of freshwater	K17226	KO	0.75	kegg_decoder	producer	Thiosulfate oxidation (Sox)	soxY sulfur carrier; sulfide detoxification
2.3.5.1	Controlling the chemical quality of freshwater	K17229	KO	0.80	kegg_decoder+literature	producer	Sulfide oxidation	sqr sulfide:quinone oxidoreductase; detoxifies H2S in freshwater
2.3.5.1	Controlling the chemical quality of freshwater	K17230	KO	0.75	kegg_decoder+literature	producer	Sulfide oxidation	fccA flavocytochrome c sulfide dehydrogenase; H2S oxidation
2.3.5.1	Controlling the chemical quality of freshwater	K17231	KO	0.75	kegg_decoder+literature	producer	Sulfide oxidation	fccB flavocytochrome c sulfide dehydrogenase small subunit
2.3.5.1	Controlling the chemical quality of freshwater	K19170	KO	0.60	kegg_decoder+literature	producer	Heterocyst N2 fixation regulation	hetR master regulator of heterocyst differentiation; enables N2 fixation; N input to freshwater
2.3.5.1	Controlling the chemical quality of freshwater	K19171	KO	0.55	kegg_decoder+literature	producer	Heterocyst N2 fixation regulation	patS peptide; regulates heterocyst spacing for optimal N2 fixation in filamentous cyanobacteria
2.3.5.1	Controlling the chemical quality of freshwater	K19689	KO	0.85	literature:PMID:26999203	producer	Microcystin degradation (water quality)	mlrA microcystinase; removes hepatotoxins from freshwater
2.3.5.1	Controlling the chemical quality of freshwater	K19690	KO	0.80	literature:PMID:26999203	producer	Microcystin degradation (water quality)	mlrB MC peptidase; freshwater toxin removal
2.3.5.1	Controlling the chemical quality of freshwater	K19691	KO	0.80	literature:PMID:41003510	producer	Microcystin degradation (water quality)	mlrC MC metallopeptidase; freshwater toxin removal
2.3.5.1	Controlling the chemical quality of freshwater	K20932	KO	0.85	kegg_decoder	producer	Anammox (NH4+NO2→N2)	Anammox (M00804)
2.3.5.1	Controlling the chemical quality of freshwater	K20933	KO	0.85	kegg_decoder	producer	Anammox (NH4+NO2→N2)	Anammox (M00804)
2.3.5.1	Controlling the chemical quality of freshwater	K20934	KO	0.85	kegg_decoder	producer	Anammox (NH4+NO2→N2)	Anammox (M00804)
2.3.5.1	Controlling the chemical quality of freshwater	K20935	KO	0.85	kegg_decoder	producer	Anammox (NH4+NO2→N2)	Anammox (M00804)
2.3.5.1	Controlling the chemical quality of freshwater	K21304	KO	0.80	literature:PMID:39772868	inhibitor	Cyanotoxin biosynthesis	sxtA saxitoxin synthetase; paralytic shellfish toxin
2.3.5.1	Controlling the chemical quality of freshwater	K21498	KO	0.45	kegg_decoder+literature	transformer	C/N balance sensing	PII-like N regulatory protein; senses cellular C/N ratio; controls ammonium assimilation
2.3.5.1	Controlling the chemical quality of freshwater	K21572	KO	0.80	literature:PMID:32082281	transformer	Dissimilatory iron reduction	mtrA decaheme cytochrome c; Fe3+ → Fe2+ in sediments; Garber et al 2020 FeGenie
2.3.5.1	Controlling the chemical quality of freshwater	K21573	KO	0.80	literature:PMID:32082281	transformer	Dissimilatory iron reduction	mtrB outer membrane beta-barrel; iron reduction electron conduit
2.3.5.1	Controlling the chemical quality of freshwater	K21574	KO	0.80	literature:PMID:32082281	transformer	Dissimilatory iron reduction	mtrC outer membrane decaheme cytochrome; terminal Fe3+ reductase
2.3.5.1	Controlling the chemical quality of freshwater	K21636	KO	0.80	literature:PMID:39772868	inhibitor	Cyanotoxin biosynthesis	cyrA cylindrospermopsin synthetase; freshwater cyanotoxin
2.3.5.1	Controlling the chemical quality of freshwater	K21785	KO	0.80	literature:PMID:25462716	inhibitor	2-MIB biosynthesis	MIB synthase; 2-methylisoborneol production; musty taste-odor; Suurnakki et al 2015
2.3.5.1	Controlling the chemical quality of freshwater	K22468	KO	0.75	literature:PMID:39962698	transformer	Polyphosphate metabolism	ppk2 polyphosphate kinase 2; polyphosphate synthesis/degradation
2.3.5.1	Controlling the chemical quality of freshwater	MoCF_biosynth	Pfam	0.50	kegg_decoder+literature	transformer	Molybdenum cofactor biosynthesis	MoCF biosynthesis; molybdopterin required for nitrate reductase, DMSO reductase; N/S cycling enabler
2.3.5.1	Controlling the chemical quality of freshwater	Molybdopterin	Pfam	0.50	kegg_decoder+literature	transformer	Molybdopterin oxidoreductase	Includes nitrate reductase, DMSO reductase; N and S cycling
2.3.5.1	Controlling the chemical quality of freshwater	Molydop_binding	Pfam	0.45	kegg_decoder+literature	transformer	Molybdopterin cofactor binding	Molybdopterin dinucleotide binding; in NarGH, DMSOR, SO; enables N/S cycling
2.3.5.1	Controlling the chemical quality of freshwater	OsmC	Pfam	0.50	kegg_decoder+literature	producer	Organic hydroperoxide resistance	OsmC/Ohr; organic hydroperoxide detoxification; oxidative stress defense
2.3.5.1	Controlling the chemical quality of freshwater	P-II	Pfam	0.50	kegg_decoder+literature	transformer	Nitrogen regulatory PII	PII signal transduction; master N/C status sensor; controls GS/GOGAT/NifA
2.3.5.1	Controlling the chemical quality of freshwater	PAP2	Pfam	0.45	kegg_decoder+literature	transformer	Phosphatidic acid phosphatase	PAP2 lipid phosphatase; P cycling and lipid phosphate turnover
2.3.5.1	Controlling the chemical quality of freshwater	PAPS_reduct	Pfam	0.50	kegg_decoder+literature	transformer	PAPS reductase (S cycling)	Phosphoadenosine phosphosulfate reductase; assimilatory sulfate reduction
2.3.5.1	Controlling the chemical quality of freshwater	PLDc_2	Pfam	0.45	kegg_decoder+literature	transformer	Phospholipase D / P cycling	Phospholipase D; phospholipid hydrolysis; releases phosphate; P cycling
2.3.5.1	Controlling the chemical quality of freshwater	PMSR	Pfam	0.45	kegg_decoder+literature	producer	Methionine sulfoxide reductase	MsrA/MsrB; repairs oxidized methionine; oxidative stress defense
2.3.5.1	Controlling the chemical quality of freshwater	PhoH	Pfam	0.50	kegg_decoder+literature	transformer	Phosphate starvation response	PhoH ATPase; P-starvation inducible; indicator of P-limited aquatic conditions
2.3.5.1	Controlling the chemical quality of freshwater	Phosphodiest	Pfam	0.45	kegg_decoder+literature	transformer	Phosphodiesterase	Phosphodiesterase; hydrolyzes phosphodiester bonds; organic P cycling
2.3.5.1	Controlling the chemical quality of freshwater	Redoxin	Pfam	0.50	kegg_decoder+literature	producer	Peroxiredoxin/redoxin	Thioredoxin-like redoxin; peroxiredoxin; ROS and peroxide defense
2.3.5.1	Controlling the chemical quality of freshwater	Rhodanese	Pfam	0.55	kegg_decoder+literature	producer	Sulfur/cyanide detoxification	Rhodanese sulfurtransferase; thiosulfate:cyanide sulfurtransferase; detoxifies H2S and cyanide
2.3.5.1	Controlling the chemical quality of freshwater	Sod_Fe_C	Pfam	0.50	kegg_decoder+literature	producer	Superoxide dismutase (Fe/Mn) C	Fe/Mn-SOD C-terminal; superoxide radical detoxification; water quality protection
2.3.5.1	Controlling the chemical quality of freshwater	Sod_Fe_N	Pfam	0.50	kegg_decoder+literature	producer	Superoxide dismutase (Fe/Mn) N	Fe/Mn-SOD N-terminal; co-occurs with Sod_Fe_C
2.3.5.1	Controlling the chemical quality of freshwater	Sulf_transp	Pfam	0.45	kegg_decoder+literature	consumer	Sulfate permease	SulP sulfate permease; sulfate import for assimilatory reduction; S cycling
2.3.5.1	Controlling the chemical quality of freshwater	Sulfate_transp	Pfam	0.50	kegg_decoder+literature	consumer	Sulfate/bicarbonate transporter	SulP/BicA sulfate and anion transporter; S cycling
2.3.5.1	Controlling the chemical quality of freshwater	TauE	Pfam	0.50	kegg_decoder+literature	transformer	Sulfonate/taurine transport	TauE sulfite exporter; taurine/sulfonate metabolism; organosulfur cycling in freshwater
2.3.5.1	Controlling the chemical quality of freshwater	TonB_C	Pfam	0.50	kegg_decoder+literature	transformer	TonB C-terminal	TonB C-terminal; co-occurs with TonB_dep_Rec; iron/siderophore system
2.3.5.1	Controlling the chemical quality of freshwater	TonB_dep_Rec	Pfam	0.60	kegg_decoder+literature	transformer	Iron acquisition/cycling	TonB-dependent receptor; siderophore/Fe/B12 import; central to aquatic Fe cycling
2.3.5.1	Controlling the chemical quality of freshwater	peroxidase	Pfam	0.50	kegg_decoder+literature	producer	Haem peroxidase	H2O2 detoxification; oxidative stress defense; includes DyP-type peroxidases
2.3.5.2	Controlling the chemical quality of salt water	K00368	KO	0.85	kegg_decoder+literature	producer	Denitrification (NO3→N2)	nirK Cu-containing nitrite reductase
2.3.5.2	Controlling the chemical quality of salt water	K00370	KO	0.85	kegg_decoder+literature	producer	Denitrification (NO3→N2)	narG nitrate reductase; marine N removal
2.3.5.2	Controlling the chemical quality of salt water	K00371	KO	0.85	kegg_decoder+literature	producer	Denitrification (NO3→N2)	narH nitrate reductase beta
2.3.5.2	Controlling the chemical quality of salt water	K00376	KO	0.85	kegg_decoder+literature	producer	Denitrification (NO3→N2)	nosZ nitrous oxide reductase; terminal N2 production
2.3.5.2	Controlling the chemical quality of salt water	K00394	KO	0.75	kegg_decoder+literature	transformer	Dissimilatory sulfate reduction	aprA APS reductase; marine S cycling
2.3.5.2	Controlling the chemical quality of salt water	K00958	KO	0.70	kegg_decoder	transformer	Sulfate activation	sat sulfate adenylyltransferase; first step dissimilatory sulfate reduction
2.3.5.2	Controlling the chemical quality of salt water	K01077	KO	0.75	literature:PMID:29569048	producer	Phosphorus mineralization	phoA alkaline phosphatase; marine P cycling
2.3.5.2	Controlling the chemical quality of salt water	K01093	KO	0.75	literature:PMID:36181699	producer	Phosphorus mineralization	phoD alkaline phosphatase; marine P cycling
2.3.5.2	Controlling the chemical quality of salt water	K01428	KO	0.75	kegg_decoder+literature	inhibitor	Urea hydrolysis	ureC urease alpha subunit; NH4 release contributes to marine eutrophication
2.3.5.2	Controlling the chemical quality of salt water	K02567	KO	0.85	kegg_decoder+literature	producer	Denitrification (NO3→N2)	napA periplasmic nitrate reductase
2.3.5.2	Controlling the chemical quality of salt water	K02586	KO	0.85	kegg_decoder+literature	producer	Nitrogen fixation (N2→NH4)	nifD nitrogenase Mo-Fe alpha
2.3.5.2	Controlling the chemical quality of salt water	K02588	KO	0.85	kegg_decoder+literature	producer	Nitrogen fixation (N2→NH4)	nifH nitrogenase reductase; marine N fixation
2.3.5.2	Controlling the chemical quality of salt water	K03385	KO	0.75	kegg_decoder	transformer	DNRA (NO3→NH4)	nrfA cytochrome c nitrite reductase; marine DNRA
2.3.5.2	Controlling the chemical quality of salt water	K04561	KO	0.80	kegg_decoder+literature	producer	Denitrification (NO3→N2)	norB nitric oxide reductase
2.3.5.2	Controlling the chemical quality of salt water	K10944	KO	0.80	kegg_decoder+literature	transformer	Nitrification (NH3→NO3)	amoA ammonia monooxygenase; marine nitrification
2.3.5.2	Controlling the chemical quality of salt water	K10945	KO	0.80	kegg_decoder+literature	transformer	Nitrification (NH3→NO3)	amoB ammonia monooxygenase subunit B
2.3.5.2	Controlling the chemical quality of salt water	K10946	KO	0.80	kegg_decoder+literature	transformer	Nitrification (NH3→NO3)	amoC ammonia monooxygenase subunit C
2.3.5.2	Controlling the chemical quality of salt water	K11180	KO	0.75	kegg_decoder+literature	transformer	Dissimilatory sulfate reduction	dsrA dissimilatory sulfite reductase; marine S cycling
2.3.5.2	Controlling the chemical quality of salt water	K15864	KO	0.85	kegg_decoder+literature	producer	Denitrification (NO3→N2)	nirS cytochrome cd1 nitrite reductase
2.3.5.2	Controlling the chemical quality of salt water	K16068	KO	0.80	literature:PMID:39772868	inhibitor	Cyanotoxin biosynthesis (marine)	mcyA microcystin synthetase; marine/estuarine HAB toxin indicator
2.3.5.2	Controlling the chemical quality of salt water	K16070	KO	0.80	literature:PMID:39772868	inhibitor	Cyanotoxin biosynthesis (marine)	mcyE microcystin synthetase; marine/estuarine HAB toxin indicator
2.3.5.2	Controlling the chemical quality of salt water	K17222	KO	0.75	kegg_decoder+literature	transformer	Thiosulfate oxidation (Sox)	soxA thiosulfate oxidation; marine S cycling
2.3.5.2	Controlling the chemical quality of salt water	K17229	KO	0.75	kegg_decoder+literature	producer	Sulfide oxidation	sqr sulfide:quinone oxidoreductase; detoxifies H2S in marine systems
2.3.5.2	Controlling the chemical quality of salt water	K17230	KO	0.70	kegg_decoder+literature	producer	Sulfide oxidation	fccA flavocytochrome c sulfide dehydrogenase; marine H2S detox
2.3.5.2	Controlling the chemical quality of salt water	K20932	KO	0.85	kegg_decoder+literature	producer	Anammox (NH4+NO2→N2)	hzsA hydrazine synthase; marine anammox
2.3.5.2	Controlling the chemical quality of salt water	K20935	KO	0.85	kegg_decoder	producer	Anammox (NH4+NO2→N2)	hdh hydrazine dehydrogenase; marine anammox
2.3.5.2	Controlling the chemical quality of salt water	K21304	KO	0.80	literature:PMID:39772868	inhibitor	Cyanotoxin biosynthesis (marine)	sxtA saxitoxin synthetase; paralytic shellfish toxin; Hart et al 2025
2.3.6.1	Regulating our global climate	COX1	Pfam	0.45	kegg_decoder+literature	transformer	Aerobic terminal oxidase	CoxI heme-copper oxidase subunit I; terminal O2 consumption; respiration/photosynthesis balance
2.3.6.1	Regulating our global climate	Carboxyl_trans	Pfam	0.45	kegg_decoder+literature	producer	Carboxyl transfer / C fixation	Carboxyl transferase domain; acetyl-CoA carboxylase/pyruvate carboxylase; C fixation-adjacent
2.3.6.1	Regulating our global climate	ChlI	Pfam	0.55	kegg_decoder+literature	producer	Chlorophyll biosynthesis (Mg-chelatase)	ChlI Mg-chelatase subunit; chlorophyll/bacteriochlorophyll biosynthesis; enables photosynthesis
2.3.6.1	Regulating our global climate	K00018	KO	0.7	kegg_decoder	producer	Formaldehyde assimilation (methylotrophy)	Formaldehyde assimilation serine (M00346)
2.3.6.1	Regulating our global climate	K00024	KO	0.5	foam	producer	15_Methylotrophy / Serine pathway for formaldehyde fixation	mdh
2.3.6.1	Regulating our global climate	K00050	KO	0.5	foam	producer	15_Methylotrophy / Serine pathway for formaldehyde fixation	
2.3.6.1	Regulating our global climate	K00093	KO	0.5	foam	producer	15_Methylotrophy / Methane oxidation to cO2	mdh
2.3.6.1	Regulating our global climate	K00122	KO	0.5	foam	producer	15_Methylotrophy / Methane oxidation to cO2	FDH
2.3.6.1	Regulating our global climate	K00123	KO	0.5	foam	producer	15_Methylotrophy / Formaldehyde oxidation (glutathione-dependent)	fdoG, fdhF, fdwA
2.3.6.1	Regulating our global climate	K00124	KO	0.5	foam	producer	15_Methylotrophy / Formaldehyde oxidation (glutathione-dependent)	fdoH, fdsB
2.3.6.1	Regulating our global climate	K00125	KO	0.5	foam	producer	15_Methylotrophy / Methane oxidation to cO2	fdhB
2.3.6.1	Regulating our global climate	K00126	KO	0.5	foam	producer	15_Methylotrophy / Formaldehyde oxidation (glutathione-dependent)	fdsD
2.3.6.1	Regulating our global climate	K00127	KO	0.5	foam	producer	15_Methylotrophy / Methane oxidation to cO2	fdoI, fdsG
2.3.6.1	Regulating our global climate	K00134	KO	0.85	kegg_decoder	producer	Calvin cycle (CO2 fixation)	Calvin cycle (M00165)
2.3.6.1	Regulating our global climate	K00148	KO	0.5	foam	producer	15_Methylotrophy / Methane oxidation to cO2	fdhA
2.3.6.1	Regulating our global climate	K00150	KO	0.85	kegg_decoder	producer	Calvin cycle (CO2 fixation)	Calvin cycle (M00165)
2.3.6.1	Regulating our global climate	K00169	KO	0.8	kegg_decoder	producer	Reductive TCA cycle (CO2 fixation)	rTCA (M00173)
2.3.6.1	Regulating our global climate	K00170	KO	0.8	kegg_decoder	producer	Reductive TCA cycle (CO2 fixation)	rTCA (M00173)
2.3.6.1	Regulating our global climate	K00171	KO	0.8	kegg_decoder	producer	Reductive TCA cycle (CO2 fixation)	rTCA (M00173)
2.3.6.1	Regulating our global climate	K00172	KO	0.8	kegg_decoder	producer	Reductive TCA cycle (CO2 fixation)	rTCA (M00173)
2.3.6.1	Regulating our global climate	K00174	KO	0.8	kegg_decoder	producer	Reductive TCA cycle (CO2 fixation)	rTCA (M00173)
2.3.6.1	Regulating our global climate	K00175	KO	0.8	kegg_decoder	producer	Reductive TCA cycle (CO2 fixation)	rTCA (M00173)
2.3.6.1	Regulating our global climate	K00190	KO	0.55	foam	inhibitor	14_Methanogenesis / From acetate	
2.3.6.1	Regulating our global climate	K00192	KO	0.55	foam	inhibitor	14_Methanogenesis / From acetate	cdhA
2.3.6.1	Regulating our global climate	K00194	KO	0.9	kegg_decoder+foam	producer	Wood-Ljungdahl pathway (CO2 fixation)	Wood-Ljungdahl (M00377); cdhD, acsD
2.3.6.1	Regulating our global climate	K00195	KO	0.55	foam	inhibitor	14_Methanogenesis / From acetate	cdhB
2.3.6.1	Regulating our global climate	K00197	KO	0.9	kegg_decoder+foam	producer	Wood-Ljungdahl pathway (CO2 fixation)	Wood-Ljungdahl (M00377); cdhE, acsC
2.3.6.1	Regulating our global climate	K00198	KO	0.9	kegg_decoder+foam	producer	Wood-Ljungdahl pathway (CO2 fixation)	Wood-Ljungdahl (M00377); cooS, acsA
2.3.6.1	Regulating our global climate	K00200	KO	0.95	kegg_decoder+foam	inhibitor	Methanogenesis (CO2→CH4)	Methanogenesis (M00567); fwdA, fmdA
2.3.6.1	Regulating our global climate	K00201	KO	0.95	kegg_decoder+foam	inhibitor	Methanogenesis (CO2→CH4)	Methanogenesis (M00567); fwdB, fmdB
2.3.6.1	Regulating our global climate	K00202	KO	0.95	kegg_decoder+foam	inhibitor	Methanogenesis (CO2→CH4)	Methanogenesis (M00567); fwdC, fmdC
2.3.6.1	Regulating our global climate	K00203	KO	0.95	kegg_decoder+foam	inhibitor	Methanogenesis (CO2→CH4)	Methanogenesis (M00567); fwdD, fmdD
2.3.6.1	Regulating our global climate	K00204	KO	0.55	foam	inhibitor	14_Methanogenesis / From CO2	fwdH
2.3.6.1	Regulating our global climate	K00205	KO	0.55	foam	inhibitor	14_Methanogenesis / From CO2	fwdF, fmdF
2.3.6.1	Regulating our global climate	K00241	KO	0.8	kegg_decoder	producer	Reductive TCA cycle (CO2 fixation)	rTCA (M00173)
2.3.6.1	Regulating our global climate	K00242	KO	0.8	kegg_decoder	producer	Reductive TCA cycle (CO2 fixation)	rTCA (M00173)
2.3.6.1	Regulating our global climate	K00288	KO	0.5	foam	producer	15_Methylotrophy / Formaldehyde oxidation (tetrahydrofolate pathway)	MTHFD
2.3.6.1	Regulating our global climate	K00297	KO	0.8	kegg_decoder	producer	Wood-Ljungdahl pathway (CO2 fixation)	Wood-Ljungdahl (M00377)
2.3.6.1	Regulating our global climate	K00319	KO	0.95	kegg_decoder+foam	inhibitor	Methanogenesis (CO2→CH4)	Methanogenesis (M00567); mtd
2.3.6.1	Regulating our global climate	K00320	KO	0.95	kegg_decoder+foam	inhibitor	Methanogenesis (CO2→CH4)	Methanogenesis (M00567); mer
2.3.6.1	Regulating our global climate	K00355	KO	0.5	foam	transformer	13_Hydrogen metabolism / Hydrogen production VII (chlorophyta, cyanobacteria)	NQO1
2.3.6.1	Regulating our global climate	K00376	KO	0.90	kegg_decoder+literature	producer	N2O consumption	nosZ nitrous oxide reductase; N2O→N2; only known biological N2O sink
2.3.6.1	Regulating our global climate	K00399	KO	0.95	kegg_decoder+foam	inhibitor	Methanogenesis (CO2→CH4)	Methanogenesis (M00567); mcrA
2.3.6.1	Regulating our global climate	K00401	KO	0.95	kegg_decoder+foam	inhibitor	Methanogenesis (CO2→CH4)	Methanogenesis (M00567); mcrB
2.3.6.1	Regulating our global climate	K00402	KO	0.95	kegg_decoder+foam	inhibitor	Methanogenesis (CO2→CH4)	Methanogenesis (M00567); mcrG
2.3.6.1	Regulating our global climate	K00436	KO	0.5	foam	transformer	13_Hydrogen metabolism / Hydrogen production	hoxH
2.3.6.1	Regulating our global climate	K00440	KO	0.55	foam	inhibitor	14_Methanogenesis / From CO2	frhA
2.3.6.1	Regulating our global climate	K00441	KO	0.55	foam	inhibitor	14_Methanogenesis / From CO2	frhB
2.3.6.1	Regulating our global climate	K00442	KO	0.55	foam	inhibitor	14_Methanogenesis / From CO2	frhD
2.3.6.1	Regulating our global climate	K00443	KO	0.55	foam	inhibitor	14_Methanogenesis / From CO2	frhG
2.3.6.1	Regulating our global climate	K00532	KO	0.5	foam	transformer	13_Hydrogen metabolism / Hydrogen production VII (chlorophyta, cyanobacteria)	E1.12.7.2
2.3.6.1	Regulating our global climate	K00533	KO	0.7	kegg_decoder+foam	transformer	H2 production hydrogenase	FeFe hydrogenase (M00628); E1.12.7.2L
